name,lastname1,lastname2,fullname,job_title,country,skills,university,company
Mstislava,Nalivayko,Hutter,Mstislava Nalivayko Hutter,Network Administrator,Ukraine,AWS Lambda; Azure Functions; Google Cloud Functions,University of Kiev,Commonwealth Bank
Natalia,Len,Idema,Natalia Len Idema,Cloud Engineer,Spain,JavaScript; React,Universidad Complutense de Madrid,Mobiliti Software
Magdalena,Rojas,Iglesias,Magdalena Rojas Iglesias,Mobile App Developer,Spain,Solidity; Ethereum; Hyperledger,Universidad Complutense de Madrid,Mobiliti Software
Mlissa,Moulin,Imthorn,Mlissa Moulin Imthorn,Product Owner,France,Java; Spring Framework,Universit� Paris-Saclay,DataHub Analytics
Jos,Blanco,Indreb,Jos Blanco Indreb,Cloud Infrastructure Engineer,Spain,Qiskit; Cirq; Pennylane,Universidad Complutense de Madrid,Mobiliti Software
Minttu,Laurila,Irrgang,Minttu Laurila Irrgang,Artificial Intelligence Researcher,Finland,ROS; Arduino; Python,Aalto University,CyberSec Advisors
Sara,Lehto,Ivanic,Sara Lehto Ivanic,Cybersecurity Analyst,Finland,Matplotlib; Pandas; Azure; Power BI,Aalto University,CyberSec Advisors
Adriana,Roln,Ivanic,Adriana Roln Ivanic,Artificial Intelligence Researcher,Mexico,ROS; Arduino; Python,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Robin,Bowman,Jackson,Robin Bowman Jackson,Front-end Developer,United States,Cisco; Networking,Massachusetts Institute of Technology,TechPro Inc.
Sandra,Mora,Jackson,Sandra Mora Jackson,Serverless Architect,Spain,Splunk; Wireshark; Kali Linux,Universidad Complutense de Madrid,Mobiliti Software
Gerritdina,Haak,Jacobs,Gerritdina Haak Jacobs,Cybersecurity Analyst,Netherlands,AWS; Azure,Delft University of Technology,CyberShield Consulting
Jill,Watson,Jain,Jill Watson Jain,Quantum Computing Specialist,United States,Agile; Scrum; Product Roadmapping,Massachusetts Institute of Technology,TechPro Inc.
Isabella,Lavigne,Jean,Isabella Lavigne Jean,Blockchain Developer,Canada,Swift; Kotlin; Flutter,University of Toronto,Intellitech Innovations
Evie,Smith,Jean,Evie Smith Jean,UI/UX Designer,New Zealand,HTML; CSS; JavaScript,University of Auckland,BlockchainGuru
Marcelina,Fogaca,JeanBaptiste,Marcelina Fogaca JeanBaptiste,Web Developer,Brazil,Solidity; Ethereum; Hyperledger,Universidade de S�o Paulo,DevOps Masters
Hilma,Kstler,Jelacic,Hilma Kstler Jelacic,Cloud Engineer,Germany,React; Angular; Vue.js,Technische Universit�t M�nchen,BlockchainGuru
Irene,Lpez,Jennings,Irene Lpez Jennings,Cybersecurity Analyst,Spain,Agile; Scrum; Product Roadmapping,Universidad Complutense de Madrid,Mobiliti Software
Manuele,Carvalho,Jensen,Manuele Carvalho Jensen,Artificial Intelligence Researcher,Brazil,Python; Matlab; Pandas,Universidade de S�o Paulo,DevOps Masters
Patricia,Benavides,Jensen,Patricia Benavides Jensen,Data Engineering Specialist,Mexico,R; SQL; Tableau,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Ana,Carroll,Jensen,Ana Carroll Jensen,Frontend Developer,Australia,R; TensorFlow; Kubernetes; Jenkins,University of Sydney,Commonwealth Bank
Oona,Wuollet,Jensen,Oona Wuollet Jensen,Artificial Intelligence Specialist,Finland,Unity; Unreal Engine; C#,Aalto University,CyberSec Advisors
Daniela,Martnez,Jeremic,Daniela Martnez Jeremic,UI/UX Designer,Spain,AWS; Docker; Azure; Power BI,Universidad Complutense de Madrid,Mobiliti Software
Elizabeth,Lambert,Jeremic,Elizabeth Lambert Jeremic,Web Developer,United Kingdom,Agile; Scrum; User Research,University of Cambridge,AITech Solutions
Line,Thoma,Jess,Line Thoma Jess,Software Developer,Netherlands,Python; TensorFlow; Natural Language Processing,Delft University of Technology,CyberShield Consulting
Medy,Van der Stoep,Jess,Medy Van der Stoep Jess,Data Governance Specialist,Netherlands,React; Angular; Vue.js,Delft University of Technology,CyberShield Consulting
Valeria,Suarez,Jimenez,Valeria Suarez Jimenez,DevOps Engineer,Brazil,Docker; Kubernetes; Ansible,Universidade de S�o Paulo,DevOps Masters
Juliana,Suarez,Jimenez,Juliana Suarez Jimenez,Quantum Computing Researcher,Switzerland,Qiskit; Cirq; Pennylane,ETH Z�rich,QuantumLabs AG
Sangeetha,Saldanha,Jimnez,Sangeetha Saldanha Jimnez,Data Governance Analyst,India,Swift; Kotlin; Flutter,Indian Institute of Technology Delhi,CyberSec Advisors
Katarina,Aabel,Johansen,Katarina Aabel Johansen,Systems Analyst,Norway,Agile; Scrum; User Research,University of Oslo,AIResearchLab
Josephine,Perez,Johansen,Josephine Perez Johansen,Cloud Engineer,United States,Splunk; Wireshark; Kali Linux,Massachusetts Institute of Technology,TechPro Inc.
Rostunya,Kaganec,Johansen,Rostunya Kaganec Johansen,Business Intelligence Analyst,Ukraine,AWS Lambda; Azure Functions; Google Cloud Functions,University of Kiev,AIResearchLab
Dora,Newman,Johansen,Dora Newman Johansen,Machine Learning Engineer,Australia,Collibra; Alation; Talend,University of Sydney,Commonwealth Bank
Geetha,Gatty,Johansen,Geetha Gatty Johansen,Machine Learning Scientist,India,Power BI; Tableau; SQL,Indian Institute of Technology Delhi,Technosoft Innovations
Emily,Smith,Johnson,Emily Smith Johnson,Database Administrator,United States,SQL; Oracle,Stanford University,Google
Sushmitha,Uchil,Johnson,Sushmitha Uchil Johnson,Data Governance Analyst,India,AWS; Docker; Azure; Power BI,Indian Institute of Technology Delhi,TechPro Inc.
Elia,Masson,Johnson,Elia Masson Johnson,Database Administrator,France,Python; TensorFlow; Scikit-learn,Universit� Paris-Saclay,DataHub Analytics
Zoe,Clarke,Johnson,Zoe Clarke Johnson,Data Governance Analyst,New Zealand,Splunk; Wireshark; Kali Linux,University of Auckland,BlockchainGuru
Letitia,Harper,Johnson,Letitia Harper Johnson,Front-end Developer,United States,Python; R,Massachusetts Institute of Technology,TechPro Inc.
Beatriz,Guerrero,Johnson,Beatriz Guerrero Johnson,Cloud Engineer,Mexico,Unity; Unreal Engine; C#,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Canan,Volkert,Johnston,Canan Volkert Johnston,Cloud Engineer,Germany,Unity; Unreal Engine; C#,Technische Universit�t M�nchen,BlockchainGuru
Ava,Fernandez,Joki,Ava Fernandez Joki,Quantum Computing Researcher,United Kingdom,R; SQL; Tableau,University of Cambridge,AITech Solutions
Orina,Karnaushenko,Joly,Orina Karnaushenko Joly,Embedded Systems Specialist,Ukraine,SQL; Python; Node.js; MongoDB,University of Kiev,TechPro Inc.
Peppi,Waisanen,Jones,Peppi Waisanen Jones,Quantum Computing Researcher,Finland,Splunk; Wireshark; Kali Linux,Aalto University,CyberSec Advisors
Lourdes,Mora,Jones,Lourdes Mora Jones,UI/UX Designer,Spain,Docker; Kubernetes,Universidad Complutense de Madrid,Mobiliti Software
Matilda,Lehtonen,Jones,Matilda Lehtonen Jones,Frontend Developer,Finland,AWS; Azure; Terraform,Aalto University,CyberSec Advisors
Martha,Silva,Jordan,Martha Silva Jordan,Artificial Intelligence Researcher,Ireland,Swift; Kotlin; Flutter,University College Dublin,TechPro Inc.
Carol,Roberts,Jrgensen,Carol Roberts Jrgensen,Game Developer,Ireland,Splunk; Wireshark; Nmap,University College Dublin,Commonwealth Bank
Rina,Bryuhoveckiy,Jrgensen,Rina Bryuhoveckiy Jrgensen,UI/UX Designer,Ukraine,Splunk; Wireshark; Kali Linux,University of Kiev,DevOps Masters
Charlotte,Hughes,Jrgensen,Charlotte Hughes Jrgensen,Data Engineering Specialist,New Zealand,Solidity; Ethereum; Hyperledger,University of Auckland,BlockchainGuru
Akhila,Salian,Jovic,Akhila Salian Jovic,Blockchain Security Analyst,India,Swift; Kotlin; Flutter,Indian Institute of Technology Delhi,DataHub Analytics
Irma,Balderas,Joziasse,Irma Balderas Joziasse,Machine Learning Scientist,Mexico,Python; TensorFlow; Scikit-learn,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Emma,Sakala,Jurriens,Emma Sakala Jurriens,Data Governance Analyst,Finland,Hadoop; Spark; Python,Aalto University,CyberSec Advisors
Sara,Noel,Kalkeren,Sara Noel Kalkeren,Devops Engineer,France,Python; TensorFlow; Natural Language Processing,Universit� Paris-Saclay,DataHub Analytics
Gabriela,Tejeda,Kanishevskiy,Gabriela Tejeda Kanishevskiy,UI/UX Designer,Mexico,Network Security; Ethical Hacking; Kubernetes; Jenkins,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Jandira,Martins,Kanzler,Jandira Martins Kanzler,UI/UX Designer,Brazil,AWS; Azure; Terraform,Universidade de S�o Paulo,DevOps Masters
Carol,Miles,Kapustyak,Carol Miles Kapustyak,Mobile App Developer,Ireland,ROS; Python; Control Theory,University College Dublin,DevOps Masters
Lenira,Rezende,Kapustyan,Lenira Rezende Kapustyan,Machine Learning Engineer,Brazil,Solidity; Ethereum; Hyperledger,Universidade de S�o Paulo,DevOps Masters
Victoria,Johansen,Karabulut,Victoria Johansen Karabulut,Front-end Engineer,Denmark,Network Security; Ethical Hacking; SQL; Python,Technical University of Denmark,GameDev Studios
Sarita,Banerjee,Karadas,Sarita Banerjee Karadas,Machine Learning Engineer,India,Python; TensorFlow; Natural Language Processing,Indian Institute of Technology Delhi,AIResearchLab
Debra,Thomas,Karadas,Debra Thomas Karadas,Cloud Engineer,Ireland,Docker; Kubernetes,University College Dublin,Commonwealth Bank
Hafsa,Lyssand,Kardinalovska,Hafsa Lyssand Kardinalovska,Blockchain Security Analyst,Norway,Docker; Kubernetes,University of Oslo,AIResearchLab
Cherly,Johnson,Kasapoglu,Cherly Johnson Kasapoglu,Artificial Intelligence Researcher,United States,AWS Lambda; Azure Functions; Google Cloud Functions,Massachusetts Institute of Technology,TechPro Inc.
Lily,Taylor,Kaspers,Lily Taylor Kaspers,Frontend Developer,Canada,AWS Lambda; Azure Functions; Google Cloud Functions,University of Toronto,Intellitech Innovations
Aysel,Prei,Kauppi,Aysel Prei Kauppi,Full stack Engineer,Germany,AWS Lambda; Azure Functions; Google Cloud Functions,Technische Universit�t M�nchen,BlockchainGuru
Aurora,Gallego,Kaur,Aurora Gallego Kaur,Cloud Engineer,Spain,Docker; Kubernetes; Ansible,Universidad Complutense de Madrid,Mobiliti Software
Jen,Frazier,Kaya,Jen Frazier Kaya,Embedded Systems Specialist,Ireland,Splunk; Wireshark; Nmap,University College Dublin,GameDev Studios
Beatrice,Lo,Kaya,Beatrice Lo Kaya,Serverless Architect,Canada,PyTorch; TensorFlow; Natural Language Processing,University of Toronto,Intellitech Innovations
Amber,Zhang,Kececi,Amber Zhang Kececi,IoT Solutions Architect,New Zealand,AWS Lambda; Azure Functions; Google Cloud Functions,University of Auckland,BlockchainGuru
Nicole,Prescott,Kececi,Nicole Prescott Kececi,Data Engineering Specialist,United States,Python; R,Massachusetts Institute of Technology,TechPro Inc.
Joyce,Russell,Kelly,Joyce Russell Kelly,Database Administrator,Australia,Network Security; Ethical Hacking; Kubernetes; Jenkins,University of Sydney,Commonwealth Bank
Juliette,Pelletier,Kennedy,Juliette Pelletier Kennedy,Product Manager,Canada,HTML; CSS,University of Toronto,Intellitech Innovations
Noor,Lekven,Keshri,Noor Lekven Keshri,Full Stack Engineer,Norway,PyTorch; TensorFlow; Natural Language Processing,University of Oslo,AIResearchLab
Louane,Simon,Ketola,Louane Simon Ketola,Frontend Developer,France,Cisco; Networking,Universit� Paris-Saclay,DataHub Analytics
Mia,Jackson,Kiesel,Mia Jackson Kiesel,Game Developer,New Zealand,Android Development; Kotlin; Azure; Power BI,University of Auckland,BlockchainGuru
Jane,Murphy,Kilicci,Jane Murphy Kilicci,Embedded Systems Specialist,Australia,Qiskit; Cirq; Pennylane,University of Sydney,Commonwealth Bank
Amisha,Van Oosterwijk,Kim,Amisha Van Oosterwijk Kim,Serverless Solutions Architect,Netherlands,Python; Machine Learning,Delft University of Technology,CyberShield Consulting
Elif,Warnke,King,Elif Warnke King,Cloud Infrastructure Engineer,Germany,Solidity; Ethereum; Hyperledger,Technische Universit�t M�nchen,BlockchainGuru
Alisha,Langker,King,Alisha Langker King,Network Administrator,Norway,Solidity; Ethereum; Hyperledger,University of Oslo,AIResearchLab
Kristin,Hansen,King,Kristin Hansen King,Robotics Specialist,Ireland,Splunk; Wireshark; Kali Linux,University College Dublin,GameDev Studios
Valentine,Berger,Kitic,Valentine Berger Kitic,Web Developer,France,Kali Linux; Metasploit; Burp Suite,Universit� Paris-Saclay,DataHub Analytics
Caroline,Gjelsvik,Kitic,Caroline Gjelsvik Kitic,Robotics Engineer,Norway,Cisco; Linux; Wireshark,University of Oslo,AIResearchLab
Lisa,Simmmons,Kivisto,Lisa Simmmons Kivisto,Penetration Tester,United Kingdom,Docker; Kubernetes,University of Cambridge,AITech Solutions
Ellie,White,Klingenberg,Ellie White Klingenberg,Cloud Engineer,New Zealand,HTML; CSS; C++; Qt,University of Auckland,AITech Solutions
Jennifer,Minge,Klos,Jennifer Minge Klos,Network Architect,Norway,Python; R,University of Oslo,AIResearchLab
Monali,Saha,Kluth,Monali Saha Kluth,Frontend Developer,India,Java; Spring Framework,Indian Institute of Technology Delhi,DataHub Analytics
Priscilla,Nelson,Knarvik,Priscilla Nelson Knarvik,Cloud Infrastructure Engineer,Australia,JavaScript; React,University of Sydney,Commonwealth Bank
Ella,Ramos,Knight,Ella Ramos Knight,Data Engineering Specialist,United States,ROS; Arduino; Python,Massachusetts Institute of Technology,TechPro Inc.
Anatole,da Paz,Knight,Anatole da Paz Knight,Mobile App Developer,Brazil,Unity; Unreal Engine; C#,Universidade de S�o Paulo,DevOps Masters
Sara,da Luz,Knight,Sara da Luz Knight,Machine Learning Scientist,Brazil,Collibra; Alation; Talend,Universidade de S�o Paulo,DevOps Masters
Clara,Kvinge,Kocyigit,Clara Kvinge Kocyigit,Business Intelligence Analyst,Norway,Cisco; Networking,University of Oslo,AIResearchLab
Zara,Taylor,Koistinen,Zara Taylor Koistinen,UI/UX Designer,New Zealand,PyTorch; TensorFlow; Natural Language Processing,University of Auckland,Intellitech Innovations
Anna,Stewart,Koivisto,Anna Stewart Koivisto,Data Scientist,Ireland,AWS; Docker; Azure; Power BI,University College Dublin,CyberSec Advisors
Lily,Joly,Kojic,Lily Joly Kojic,Blockchain Developer,France,R; SQL; Tableau,Universit� Paris-Saclay,DataHub Analytics
Alex,Hale,Kononenko,Alex Hale Kononenko,Data Scientist,Ireland,Qiskit; Cirq; Pennylane,University College Dublin,TechPro Inc.
Isabella,Denys,Korn,Isabella Denys Korn,Robotics Specialist,Canada,Solidity; Ethereum; Hyperledger,University of Toronto,Intellitech Innovations
Darinka,Van Gorkom,Korpanyuk,Darinka Van Gorkom Korpanyuk,Frontend Developer,Netherlands,R; TensorFlow; C++; Qt,Delft University of Technology,CyberShield Consulting
Ingeborg,Henden,Korpela,Ingeborg Henden Korpela,Software Developer,Norway,Kali Linux; Metasploit; Burp Suite,University of Oslo,AIResearchLab
Kelly,Berry,Kosenko,Kelly Berry Kosenko,Artificial Intelligence Researcher,United Kingdom,Docker; Kubernetes; Ansible,University of Cambridge,AITech Solutions
Agripina,Shchegelskiy,Koskela,Agripina Shchegelskiy Koskela,Web Developer,Ukraine,Matplotlib; Pandas; Azure; Power BI,University of Kiev,CyberSec Advisors
Mariam,Grnningster,Kotila,Mariam Grnningster Kotila,Serverless Architect,Norway,Collibra; Alation; Talend,University of Oslo,AIResearchLab
Jennifer,Cooper,Kotila,Jennifer Cooper Kotila,Robotics Specialist,United Kingdom,SQL; Oracle,University of Cambridge,AITech Solutions
Lincy,Romijn,Ktter,Lincy Romijn Ktter,Systems Analyst,Netherlands,Collibra; Alation; Talend,Delft University of Technology,CyberShield Consulting
Fabiola,Archuleta,Kotyuk,Fabiola Archuleta Kotyuk,Embedded Systems Engineer,Mexico,SQL; Python; AWS; Docker,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Eva,Novekova,Kovova,Eva Novekova Kovova,Artificial Intelligence Specialist,Czech Republic,Network Security; Ethical Hacking; SQL; Python,Charles University,ČEZ Group
Fabiola,Pizarro,Kowalski,Fabiola Pizarro Kowalski,IoT Developer,Mexico,Collibra; Alation; Talend,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Sophia,Hughes,Kowalski,Sophia Hughes Kowalski,Cybersecurity Analyst,New Zealand,Splunk; Wireshark; Nmap,University of Auckland,AITech Solutions
Isabella,Feldhaus,Kyloglu,Isabella Feldhaus Kyloglu,Artificial Intelligence Researcher,Germany,Python; TensorFlow; Scikit-learn,Technische Universit�t M�nchen,BlockchainGuru
Nella,Joki,Kyloglu,Nella Joki Kyloglu,Embedded Systems Specialist,Finland,Cisco; Linux; Wireshark,Aalto University,CyberSec Advisors
Gabriela,Maestas,Koyuncu,Gabriela Maestas Koyuncu,Machine Learning Engineer,Mexico,AWS; Docker; Azure; Power BI,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Freja,Johansen,Kralj,Freja Johansen Kralj,Data Engineering Specialist,Denmark,Docker; Kubernetes,Technical University of Denmark,GameDev Studios
Anna,Herrera,Kretschmann,Anna Herrera Kretschmann,Software Developer,Spain,HTML; CSS; JavaScript,Universidad Complutense de Madrid,Mobiliti Software
Krasunya,Cviek,Krieger,Krasunya Cviek Krieger,Cybersecurity Analyst,Ukraine,R; TensorFlow; C++; Qt,University of Kiev,DevOps Masters
Christina,Daniels,Kristensen,Christina Daniels Kristensen,Data Engineering Specialist,Ireland,Power BI; Tableau; SQL,University College Dublin,AITech Solutions
Zo,Pulido,Kristensen,Zo Pulido Kristensen,Robotics Engineer,Mexico,Python; TensorFlow; Natural Language Processing,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Mayya,Bokiy,Kruizinga,Mayya Bokiy Kruizinga,Robotics Engineer,Ukraine,Figma; Sketch; Adobe XD,University of Kiev,BlockchainGuru
Bianca,Villagmez,Kckler,Bianca Villagmez Kckler,Cybersecurity Analyst,Mexico,AWS; Azure,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Gloria,Cano,Kuhn,Gloria Cano Kuhn,Software Developer,Spain,AWS; Azure; Terraform,Universidad Complutense de Madrid,Mobiliti Software
Scarlett,Moore,Kuit,Scarlett Moore Kuit,Product Manager,New Zealand,R; TensorFlow; Kubernetes; Jenkins,University of Auckland,TechPro Inc.
Ocane,Blanc,Kujala,Ocane Blanc Kujala,Cloud Engineer,France,AWS Lambda; Azure Functions; Google Cloud Functions,Universit� Paris-Saclay,DataHub Analytics
Ennya,Barbosa,Kumar,Ennya Barbosa Kumar,Network Administrator,Brazil,Unity; Unreal Engine; C#,Universidade de S�o Paulo,DevOps Masters
Kelly,Chapman,Kumar,Kelly Chapman Kumar,Quantum Computing Specialist,Ireland,ROS; Python; Control Theory,University College Dublin,CyberShield Consulting
Aubrey,Simpson,Kumar,Aubrey Simpson Kumar,Data Governance Specialist,Australia,Qiskit; Cirq; Pennylane,University of Sydney,Commonwealth Bank
